0,1,2,3,4,5,6,7,8,9,10,11,12
Salman Butt (PAK),129,210,142,17,0,90.84,2,,v India,Kanpur,11-Nov-07,
Tamim Iqbal (BDESH),129,204,136,15,1,94.85,1,,v Ireland,Dhaka,22-Mar-08,
HM Amla (SA),129,-,115,9,2,112.17,2,,v West Indies,Roseau,30-May-10,
JP Duminy (SA),129,152,117,7,4,110.25,1,,v Zimbabwe,Benoni,22-Oct-10,
Nawroz Mangal (AFG),129,-,123,8,4,104.87,1,,v U.A.E.,ICCA Dubai,30-Nov-14,
JC Buttler (ENG),129,105,77,13,5,167.53,1,,v New Zealand,Birmingham,09-Jun-15,
LRPL Taylor (NZ),128*,191,133,12,4,96.24,1,,v Sri Lanka,Napier,28-Dec-06,
JH Kallis (SA),128*,157,109,11,5,117.43,1,,v Netherlands,Basseterre,16-Mar-07,
BRM Taylor (ZIM),128*,179,120,7,5,106.66,1,,v New Zealand,Harare,20-Oct-11,
V Kohli (INDIA),128*,187,119,12,1,107.56,2,,v Sri Lanka,Colombo (RPS),31-Jul-12,
Mahmudullah (BDESH),128*,175,123,12,3,104.06,1,,v New Zealand,Hamilton,13-Mar-15,
KC Sangakkara (SL),128,241,155,12,0,82.58,1,,v India,Adelaide,19-Feb-08,
Shoaib Malik (PAK),128,173,126,16,0,101.58,1,,v India,Centurion,26-Sep-09,
AB de Villiers (SA),128,148,108,12,3,118.51,1,,v Pakistan,Johannesburg,17-Mar-13,
KC Sangakkara (SL),128,181,115,14,0,111.3,1,,v Bangladesh,Dhaka,20-Feb-14,
D Ramdin (WI),128,167,109,12,5,117.43,2,,v England,North Sound,05-Mar-14,
Q de Kock (SA),128,162,127,12,3,100.78,1,,v Sri Lanka,Hambantota,12-Jul-14,
RR Rossouw (SA),128,174,115,11,2,111.3,1,,v West Indies,Johannesburg,18-Jan-15,
MM Ali (ENG),128,142,107,12,5,119.62,1,,v Scotland,Christchurch,23-Feb-15,
TM Head (AUS),128,219,137,9,3,93.43,1,,v Pakistan,Adelaide,26-Jan-17,
Tamim Iqbal (BDESH),128,184,142,12,3,90.14,1,,v England,The Oval,01-Jun-17,
Imam-ul-Haq (PAK),128,188,134,11,0,95.52,1,,v Zimbabwe,Bulawayo,13-Jul-18,
JM Bairstow (ENG),128,135,93,15,5,137.63,2,,v Pakistan,Bristol,14-May-19,
WW Hinds (WI),127*,195,141,10,4,90.07,1,,v Zimbabwe,Harare,29-Nov-03,
Yasir Hameed (PAK),127*,-,154,9,1,82.46,1,,v New Zealand,Rawalpindi,07-Dec-03,
S Chanderpaul (WI),127*,201,138,5,2,92.02,2,,v Zimbabwe,Harare,30-Nov-07,
Soumya Sarkar (BDESH),127*,182,110,13,6,115.45,2,,v Pakistan,Dhaka,22-Apr-15,
SC Ganguly (INDIA),127,150,126,14,5,100.79,1,,v South Africa,Johannesburg,05-Oct-01,
V Kohli (INDIA),127,164,114,13,3,111.4,1,,v West Indies,Dharamsala,17-Oct-14,
DA Warner (AUS),127,169,115,18,0,110.43,2,,v England,Sydney,16-Jan-15,
HM Amla (SA),127,187,130,13,2,97.69,2,,v England,Centurion,09-Feb-16,
KJ Coetzer (SCOT),127,-,121,14,1,104.95,1,,v U.A.E.,Edinburgh,14-Aug-16,
Tamim Iqbal (BDESH),127,-,142,15,1,89.43,1,,v Sri Lanka,Dambulla,25-Mar-17,
SO Hetmyer (WI),127,128,93,14,4,136.55,1,,v U.A.E.,Harare,06-Mar-18,
S Dhawan (INDIA),127,-,120,15,2,105.83,1,,v Hong Kong,Dubai (DSC),18-Sep-18,
DPMD Jayawardene (SL),126*,153,127,19,0,99.21,2,,v England,Chester-le-Street,24-Jun-06,
IR Bell (ENG),126*,161,118,10,1,106.77,1,,v India,Southampton,21-Aug-07,
G Gambhir (INDIA),126*,164,117,16,0,107.69,2,,v New Zealand,Vadodara,04-Dec-10,
MN Samuels (WI),126*,145,116,11,4,108.62,1,,v India,Kochi,08-Oct-14,
V Sehwag (INDIA),126,136,104,21,1,121.15,2,,v England,Colombo (RPS),22-Sep-02,
ML Hayden (AUS),126,172,122,11,3,103.27,1,,v India,Sydney,08-Feb-04,
SR Watson (AUS),126,161,122,15,2,103.27,2,,v West Indies,St George's,29-Jun-08,
RT Ponting (AUS),126,151,109,14,3,115.59,2,,v England,Nottingham,15-Sep-09,
AJ Strauss (ENG),126,184,134,10,1,94.02,2,,v Pakistan,Leeds,12-Sep-10,
IR Bell (ENG),126,178,117,12,1,107.69,1,,v West Indies,Southampton,16-Jun-12,
MN Samuels (WI),126,167,149,17,2,84.56,2,,v Bangladesh,Dhaka,05-Dec-12,
F du Plessis (SA),126,177,109,8,6,115.59,2,,v Australia,Harare,02-Sep-14,
S Dhawan (INDIA),126,154,113,14,2,111.5,2,,v Australia,Canberra,20-Jan-16,
PR Stirling (IRE),126,143,117,15,5,107.69,1,,v U.A.E.,Harare,12-Mar-18,
WW Hinds (WI),125*,-,140,5,6,89.28,2,,v Australia,St George's,30-May-03,
JH Kallis (SA),125*,205,147,14,1,85.03,1,,v Zimbabwe,Canterbury,29-Jun-03,
HH Dippenaar (SA),125*,209,145,7,0,86.2,1,,v Sri Lanka,Adelaide,24-Jan-06,
Shoaib Malik (PAK),125*,185,119,16,1,105.04,1,,v India,Karachi,26-Jun-08,
V Sehwag (INDIA),125*,106,74,14,6,168.91,2,,v New Zealand,Hamilton,11-Mar-09,
AB de Villiers (SA),125*,144,98,10,4,127.55,1,,v Sri Lanka,Johannesburg,22-Jan-12,
GJ Bailey (AUS),125*,166,110,10,4,113.63,1,,v West Indies,Perth,03-Feb-13,
Babar Azam (PAK),125*,-,132,7,3,94.69,1,,v West Indies,Providence,09-Apr-17,
HH Gibbs (SA),125,151,112,15,2,111.6,1,,v Zimbabwe,Bulawayo,23-Sep-01,
Mohammad Yousuf (PAK),125,215,155,14,1,80.64,1,,v New Zealand,Karachi,21-Apr-02,
ST Jayasuriya (SL),125,146,114,9,5,109.64,1,,v India,Karachi,06-Jul-08,
Tamim Iqbal (BDESH),125,187,120,13,3,104.16,1,,v England,Dhaka,28-Feb-10,
GC Smith (SA),125,203,143,9,4,87.41,1,,v Sri Lanka,Johannesburg,22-Jan-12,
CH Gayle (WI),125,164,107,8,9,116.82,1,,v New Zealand,Kingston,07-Jul-12,
TM Dilshan (SL),125,206,128,12,0,97.65,1,,v Bangladesh,Pallekele,28-Mar-13,
JE Root (ENG),125,165,113,10,5,110.61,1,,v South Africa,Centurion,09-Feb-16,
MN Samuels (WI),125,190,134,14,2,93.28,1,,v Australia,Bridgetown,21-Jun-16,
S Dhawan (INDIA),125,198,128,15,1,97.65,1,,v Sri Lanka,The Oval,08-Jun-17,
RG Sharma (INDIA),125,165,109,11,5,114.67,2,,v Australia,Nagpur,01-Oct-17,
BRM Taylor (ZIM),125,-,121,5,8,103.3,1,,v Afghanistan,Sharjah,11-Feb-18,
SO Hetmyer (WI),125,-,93,3,7,134.4,1,,v Bangladesh,Providence,25-Jul-18,
F du Plessis (SA),125,-,114,15,2,109.64,1,,v Australia,Hobart,11-Nov-18,
EJG Morgan (ENG),124*,147,106,8,4,116.98,2,,v Ireland,Dublin (Malahide),03-Sep-13,
AT Rayudu (INDIA),124*,199,133,12,1,93.23,1,,v Zimbabwe,Harare,10-Jul-15,
MS Chapman (HKG),124*,-,116,11,2,106.89,1,,v U.A.E.,ICCA Dubai,16-Nov-15,
RG Sharma (INDIA),124*,-,145,16,2,85.51,2,,v Sri Lanka,Pallekele,27-Aug-17,
HM Nicholls (NZ),124*,-,80,12,3,155,1,,v Sri Lanka,Nelson,08-Jan-19,
Shakib Al Hasan (BDESH),124*,170,99,16,0,125.25,2,,v West Indies,Taunton,17-Jun-19,
ADR Campbell (ZIM),124,183,142,10,1,87.32,1,,v Australia,Hobart,30-Jan-01,
G Kirsten (SA),124,163,130,12,2,95.38,1,,v Kenya,Cape Town,22-Oct-01,
AC Gilchrist (AUS),124,154,104,12,4,119.23,1,,v England,Melbourne,15-Dec-02,
MS Atapattu (SL),124,191,129,18,0,96.12,1,,v South Africa,Durban,03-Mar-03,
Kamran Akmal (PAK),124,-,125,12,0,99.2,2,,v West Indies,Brisbane,19-Jan-05,
CH Gayle (WI),124,190,137,13,0,90.51,2,,v Pakistan,Gros Islet,22-May-05,
RT Ponting (AUS),124,178,127,9,3,97.63,1,,v Sri Lanka,Sydney,12-Feb-06,
RT Ponting (AUS),124,190,133,7,1,93.23,1,,v India,Sydney,24-Feb-08,
MS Dhoni (INDIA),124,141,107,9,3,115.88,1,,v Australia,Nagpur,28-Oct-09,
Shahid Afridi (PAK),124,75,60,17,4,206.66,1,,v Bangladesh,Dambulla,21-Jun-10,
CA Ingram (SA),124,159,126,8,2,98.41,1,,v Zimbabwe,Bloemfontein,15-Oct-10,
Ahmed Shehzad (PAK),124,189,140,8,0,88.57,1,,v Sri Lanka,Dubai (DSC),20-Dec-13,
DM Bravo (WI),124,159,127,7,8,97.63,1,,v Bangladesh,Basseterre,25-Aug-14,
KC Sangakkara (SL),124,139,95,13,4,130.52,1,,v Scotland,Hobart,11-Mar-15,
HM Amla (SA),124,193,126,13,3,98.41,1,,v New Zealand,Centurion,19-Aug-15,
RG Sharma (INDIA),124,175,127,11,3,97.63,1,,v Australia,Brisbane,15-Jan-16,
AJ Finch (AUS),124,154,125,12,5,99.2,1,,v India,Indore,24-Sep-17,
DA Warner (AUS),124,134,119,12,4,104.2,1,,v India,Bengaluru,28-Sep-17,
Mohammad Shahzad (AFG),124,-,116,11,7,106.89,1,,v India,Dubai (DSC),25-Sep-18,
MS Atapattu (SL),123*,185,121,15,1,101.65,2,,v South Africa,Benoni,01-Dec-02,
Shahriar Nafees (BDESH),123*,201,161,17,1,76.39,1,,v Zimbabwe,Jaipur,13-Oct-06,
RR Watson (SCOT),123*,175,120,10,2,102.5,2,,v Canada,Mombasa,18-Jan-07,
Younis Khan (PAK),123*,169,117,11,1,105.12,2,,v India,Karachi,02-Jul-08,
YK Pathan (INDIA),123*,128,96,7,7,128.12,2,,v New Zealand,Bengaluru,07-Dec-10,
KA Edwards (WI),123*,168,108,12,4,113.88,1,,v New Zealand,Hamilton,08-Jan-14,
RG Sharma (INDIA),123*,165,129,15,1,95.34,2,,v Bangladesh,Birmingham,15-Jun-17,
SD Hope (WI),123*,209,134,10,3,91.79,2,,v India,Visakhapatnam,24-Oct-18,
Inzamam-ul-Haq (PAK),123,160,121,9,4,101.65,1,,v India,Lahore,21-Mar-04,
A Flintoff (ENG),123,129,104,8,7,118.26,1,,v West Indies,Lord's,06-Jul-04,
SR Tendulkar (INDIA),123,192,130,12,2,94.61,1,,v Pakistan,Ahmedabad,12-Apr-05,
HH Dippenaar (SA),123,184,129,12,0,95.34,1,,v West Indies,Bridgetown,11-May-05,
CH Gayle (WI),123,187,130,18,2,94.61,1,,v India,Kingston,18-May-06,
BJ Hodge (AUS),123,108,89,8,7,138.2,1,,v Netherlands,Basseterre,18-Mar-07,
DPMD Jayawardene (SL),123,140,108,14,1,113.88,2,,v Pakistan,Dambulla,03-Aug-09,
TM Dilshan (SL),123,156,113,12,2,108.84,2,,v India,Nagpur,18-Dec-09,
V Kohli (INDIA),123,179,111,11,2,110.81,2,,v New Zealand,Napier,19-Jan-14,
KS Williamson (NZ),123,150,105,12,0,117.14,1,,v Pakistan,Abu Dhabi,17-Dec-14,
Babar Azam (PAK),123,164,126,9,1,97.61,1,,v West Indies,Sharjah,02-Oct-16,
CH Gayle (WI),123,114,91,7,11,135.16,1,,v U.A.E.,Harare,06-Mar-18,
JJ Roy (ENG),123,118,85,15,3,144.7,2,,v West Indies,Bridgetown,20-Feb-19,
V Kohli (INDIA),123,-,95,16,1,129.47,2,,v Australia,Ranchi,08-Mar-19,
SR Tendulkar (INDIA),122*,210,131,12,1,93.12,2,,v West Indies,Harare,04-Jul-01,
NJ Astle (NZ),122*,209,150,12,5,81.33,2,,v England,Dunedin,26-Feb-02,
MJ Guptill (NZ),122*,201,135,8,2,90.37,1,,v West Indies,Auckland,10-Jan-09,
Mohammad Hafeez (PAK),122*,-,113,12,2,107.96,1,,v Ireland,Dublin,23-May-13,
HM Amla (SA),122*,209,132,6,3,92.42,1,,v Zimbabwe,Bulawayo,17-Aug-14,
RG Sharma (INDIA),122*,212,144,13,2,84.72,2,,v South Africa,Southampton,05-Jun-19,
ST Jayasuriya (SL),122,146,105,12,4,116.19,1,,v Australia,Sydney,09-Jan-03,
Inzamam-ul-Haq (PAK),122,154,102,12,2,119.6,2,,v India,Karachi,13-Mar-04,
AC Gilchrist (AUS),122,-,91,13,4,134.06,2,,v Sri Lanka,Brisbane,14-Feb-06,
ST Jayasuriya (SL),122,173,136,15,2,89.7,1,,v England,The Oval,20-Jun-06,
A Bagai (CAN),122,176,132,10,0,92.42,2,,v Ireland,Nairobi (Jaff),04-Feb-07,
CH Gayle (WI),122,200,137,5,6,89.05,2,,v Pakistan,Abu Dhabi,16-Nov-08,
LMP Simmons (WI),122,159,124,8,2,98.38,1,,v Bangladesh,Dhaka,13-Oct-11,
SR Watson (AUS),122,138,111,12,2,109.9,1,,v West Indies,Canberra,06-Feb-13,
HM Amla (SA),122,201,113,9,1,107.96,1,,v Pakistan,Johannesburg,17-Mar-13,
Mohammad Hafeez (PAK),122,181,129,7,4,94.57,1,,v Sri Lanka,Sharjah,18-Dec-13,
DA Warner (AUS),122,171,113,9,3,107.96,1,,v India,Sydney,23-Jan-16,
RR Rossouw (SA),122,156,118,14,2,103.38,1,,v Australia,Cape Town,12-Oct-16,
V Kohli (INDIA),122,147,105,8,5,116.19,2,,v England,Pune,15-Jan-17,
DA Warner (AUS),122,168,117,15,2,104.27,2,,v South Africa,Manchester,06-Jul-19,
AC Gilchrist (AUS),121*,160,101,17,2,119.8,2,,v England,The Oval,12-Jul-05,
JH Kallis (SA),121*,185,133,12,1,90.97,2,,v West Indies,Port Elizabeth,27-Jan-08,
NFI McCallum (SCOT),121*,176,138,12,3,87.68,1,,v Ireland,Benoni,01-Apr-09,
AT Rayudu (INDIA),121*,-,118,10,4,102.54,2,,v Sri Lanka,Ahmedabad,06-Nov-14,
Rameez Shahzad (UAE),121*,-,115,10,2,105.21,2,,v Scotland,ICCA Dubai,23-Jan-18,
DD Ebrahim (ZIM),121,193,140,11,0,86.42,1,,v Bangladesh,Dhaka,25-Nov-01,
ME Trescothick (ENG),121,180,109,13,2,111,2,,v India,Kolkata,19-Jan-02,
JF Kloppenburg (NL),121,182,142,6,4,85.21,1,,v Namibia,Bloemfontein,03-Mar-03,
ME Trescothick (ENG),121,176,118,16,1,102.54,1,,v Sri Lanka,Leeds,01-Jul-06,
Yuvraj Singh (INDIA),121,177,115,12,3,105.21,2,,v Australia,Hyderabad (Deccan),05-Oct-07,
KC Sangakkara (SL),121,193,128,16,1,94.53,1,,v Bangladesh,Karachi,30-Jun-08,
AB de Villiers (SA),121,117,85,14,0,142.35,1,,v England,Cape Town,27-Nov-09,
Mohammad Hafeez (PAK),121,179,138,7,3,87.68,1,,v West Indies,Bridgetown,02-May-11,
AJ Finch (AUS),121,180,128,12,0,94.53,2,,v England,Melbourne,12-Jan-14,
JC Buttler (ENG),121,102,74,11,4,163.51,2,,v Sri Lanka,Lord's,31-May-14,
F du Plessis (SA),121,189,140,5,4,86.42,1,,v Zimbabwe,Harare,04-Sep-14,
EJG Morgan (ENG),121,183,136,11,3,88.97,1,,v Australia,Sydney,16-Jan-15,
JE Root (ENG),121,151,108,14,2,112.03,1,,v Sri Lanka,Wellington,01-Mar-15,
BRM Taylor (ZIM),121,110,91,11,4,132.96,2,,v Ireland,Hobart,07-Mar-15,
V Kohli (INDIA),121,203,125,9,2,96.8,1,,v New Zealand,Mumbai,22-Oct-17,
Liton Das (BDESH),121,-,117,12,2,103.41,1,,v India,Dubai (DSC),28-Sep-18,
Q de Kock (SA),121,131,108,16,2,112.03,1,,v Sri Lanka,Durban,10-Mar-19,
Shakib Al Hasan (BDESH),121,147,119,12,1,101.68,2,,v England,Cardiff,08-Jun-19,
PD Collingwood (ENG),120*,222,133,7,1,90.22,2,,v Australia,Melbourne,09-Feb-07,
RR Sarwan (WI),120*,195,143,9,2,83.91,2,,v Zimbabwe,St George's,24-Feb-13,
ST Jayasuriya (SL),120,147,125,14,0,96,1,,v New Zealand,Bloemfontein,10-Feb-03,
Yuvraj Singh (INDIA),120,155,124,12,1,96.77,2,,v Zimbabwe,Harare,04-Sep-05,
WU Tharanga (SL),120,221,156,14,0,76.92,1,,v England,Lord's,17-Jun-06,
SR Tendulkar (INDIA),120,170,115,10,5,104.34,1,,v England,Bengaluru,27-Feb-11,
Anamul Haque (BDESH),120,196,145,13,2,82.75,1,,v West Indies,Khulna,02-Dec-12,
Babar Azam (PAK),120,177,131,8,3,91.6,1,,v West Indies,Sharjah,30-Sep-16,
KM Jadhav (INDIA),120,125,76,12,4,157.89,2,,v England,Pune,15-Jan-17,
F du Plessis (SA),120,183,112,11,2,107.14,1,,v India,Durban,01-Feb-18,
JJ Roy (ENG),120,156,108,12,2,111.11,1,,v Australia,Cardiff,16-Jun-18,
V Kohli (INDIA),120,179,125,14,1,96,1,,v West Indies,Port of Spain,11-Aug-19,
GC Smith (SA),119*,172,124,12,1,95.96,2,,v Australia,Centurion,26-Feb-06,
JH Kallis (SA),119*,189,160,15,0,74.37,1,,v India,Durban,22-Nov-06,
BRM Taylor (ZIM),119*,188,137,9,1,86.86,2,,v Sri Lanka,Harare,07-Jun-10,
HM Amla (SA),119*,215,126,9,0,94.44,1,,v Pakistan,Dubai (DSC),02-Nov-10,
TM Dilshan (SL),119*,210,139,11,1,85.61,1,,v Pakistan,Pallekele,09-Jun-12,
LRPL Taylor (NZ),119*,146,96,10,4,123.95,1,,v England,The Oval,12-Jun-15,
SV Carlisle (ZIM),119,201,145,11,1,82.06,2,,v Australia,Perth,04-Feb-01,
NJ Astle (NZ),119,185,116,21,0,102.58,2,,v Pakistan,Dunedin,28-Feb-01,
ME Trescothick (ENG),119,175,102,11,2,116.66,1,,v Zimbabwe,Colombo (RPS),18-Sep-02,
RT Ponting (AUS),119,160,123,9,3,96.74,1,,v England,Melbourne,15-Dec-02,
DS Lehmann (AUS),119,154,119,12,1,100,1,,v Sri Lanka,Perth,22-Dec-02,
CH Gayle (WI),119,175,151,8,2,78.8,1,,v Kenya,Kimberley,04-Mar-03,
HH Gibbs (SA),119,138,101,10,7,117.82,2,,v New Zealand,Cape Town,02-Dec-07,
V Sehwag (INDIA),119,150,95,12,5,125.26,2,,v Pakistan,Karachi,26-Jun-08,
GM Hamilton (SCOT),119,191,152,3,1,78.28,1,,v Canada,Aberdeen,07-Jul-09,
RN ten Doeschate (NL),119,160,110,9,3,108.18,1,,v England,Nagpur,22-Feb-11,
AN Cook (ENG),119,208,143,13,0,83.21,1,,v Sri Lanka,Lord's,03-Jul-11,
LRPL Taylor (NZ),119,177,126,9,3,94.44,1,,v Zimbabwe,Bulawayo,25-Oct-11,
KA Pollard (WI),119,140,110,4,10,108.18,2,,v India,Chennai,11-Dec-11,
BB McCullum (NZ),119,120,88,7,5,135.22,1,,v Zimbabwe,Napier,09-Feb-12,
S Dhawan (INDIA),119,164,95,20,0,125.26,2,,v West Indies,Kanpur,27-Nov-13,
HM Amla (SA),119,185,135,15,0,88.14,1,,v New Zealand,Mount Maunganui,24-Oct-14,
MM Ali (ENG),119,139,87,11,5,136.78,2,,v Sri Lanka,Colombo (RPS),26-Nov-14,
AB de Villiers (SA),119,98,61,3,11,195.08,1,,v India,Mumbai,25-Oct-15,
DA Warner (AUS),119,149,115,14,1,103.47,1,,v New Zealand,Canberra,06-Dec-16,
WU Tharanga (SL),119,121,90,11,7,132.22,2,,v South Africa,Cape Town,07-Feb-17,
WTS Porterfield (IRE),119,-,98,18,0,121.42,2,,v Afghanistan,Greater Noida,15-Mar-17,
MS Sinclair (NZ),118*,-,137,5,2,86.13,1,,v Sri Lanka,Sharjah,17-Apr-01,
Inzamam-ul-Haq (PAK),118*,126,124,10,2,95.16,2,,v Sri Lanka,Sharjah,02-Nov-01,
NJ Astle (NZ),118*,179,126,7,3,93.65,1,,v West Indies,Christchurch,25-Feb-06,
Shahriar Nafees (BDESH),118*,184,148,12,0,79.72,2,,v Zimbabwe,Harare,06-Aug-06,
BRM Taylor (ZIM),118*,181,125,7,4,94.4,1,,v Bangladesh,Chattogram,05-Nov-09,
WU Tharanga (SL),118*,179,126,18,0,93.65,2,,v Bangladesh,Dhaka,08-Jan-10,
DA Miller (SA),118*,124,79,10,6,149.36,2,,v Australia,Durban,05-Oct-16,
Shoaib Malik (PAK),118,153,110,10,2,107.27,1,,v Hong Kong,Colombo (SSC),18-Jul-04,
HH Gibbs (SA),118,176,133,10,1,88.72,1,,v England,Durban,11-Feb-05,
AC Gilchrist (AUS),118,194,132,9,3,89.39,1,,v Sri Lanka,Perth,15-Feb-08,
Yuvraj Singh (INDIA),118,153,122,15,2,96.72,1,,v England,Indore,17-Nov-08,
WU Tharanga (SL),118,-,128,14,2,92.18,1,,v India,Kolkata,24-Dec-09,
Mohammad Shahzad (AFG),118,-,121,11,2,97.52,1,,v Canada,Sharjah,16-Feb-10,
V Kohli (INDIA),118,193,121,11,1,97.52,2,,v Australia,Visakhapatnam,20-Oct-10,
Usman Ghani (AFG),118,200,143,12,1,82.51,1,,v Zimbabwe,Bulawayo,20-Jul-14,
DPMD Jayawardene (SL),118,-,124,12,1,95.16,1,,v India,Hyderabad (Deccan),09-Nov-14,
KS Williamson (NZ),118,159,113,12,1,104.42,2,,v England,Southampton,14-Jun-15,
Tamim Iqbal (BDESH),118,158,118,11,2,100,1,,v Afghanistan,Dhaka,01-Oct-16,
KS Williamson (NZ),118,183,128,14,1,92.18,1,,v India,Delhi,20-Oct-16,
MJ Guptill (NZ),118,126,88,14,4,134.09,2,,v Bangladesh,Christchurch,16-Feb-19,
N Pooran (WI),118,156,103,11,4,114.56,2,,v Sri Lanka,Chester-le-Street,01-Jul-19,
SC Ganguly (INDIA),117*,183,109,12,3,107.33,2,,v England,Colombo (RPS),22-Sep-02,
TM Dilshan (SL),117*,97,78,15,2,150,1,,v Netherlands,Amstelveen,04-Jul-06,
SR Tendulkar (INDIA),117*,235,120,10,0,97.5,2,,v Australia,Sydney,02-Mar-08,
KC Sangakkara (SL),117*,116,86,11,2,136.04,2,,v England,Wellington,01-Mar-15,
DA Miller (SA),117*,138,98,3,6,119.38,1,,v Sri Lanka,Durban,01-Feb-17,
Fakhar Zaman (PAK),117*,144,129,16,0,90.69,2,,v Zimbabwe,Bulawayo,16-Jul-18,
MJ Guptill (NZ),117*,192,116,8,4,100.86,2,,v Bangladesh,Napier,13-Feb-19,
MS Sinclair (NZ),117,-,144,6,0,81.25,1,,v Pakistan,Sharjah,12-Apr-01,
NJ Astle (NZ),117,205,150,9,1,78,1,,v India,Colombo (RPS),20-Jul-01,
GC Smith (SA),117,177,129,5,4,90.69,1,,v Zimbabwe,Durban,27-Feb-05,
ML Hayden (AUS),117,171,111,15,0,105.4,1,,v New Zealand,Perth,28-Jan-07,
LRPL Taylor (NZ),117,157,127,16,1,92.12,2,,v Australia,Auckland,18-Feb-07,
CD McMillan (NZ),117,138,96,13,5,121.87,2,,v Australia,Hamilton,20-Feb-07,
Mohammad Yousuf (PAK),117,190,143,9,0,81.81,1,,v South Africa,Lahore,20-Oct-07,
Younis Khan (PAK),117,189,110,9,2,106.36,2,,v India,Mohali,08-Nov-07,
Yuvraj Singh (INDIA),117,126,95,17,1,123.15,1,,v Sri Lanka,Colombo (RPS),03-Feb-09,
S Jyoti (CAN),117,158,122,10,1,95.9,2,,v Scotland,Aberdeen,07-Jul-09,
V Kohli (INDIA),117,154,123,14,0,95.12,2,,v West Indies,Visakhapatnam,02-Dec-11,
MJ Clarke (AUS),117,143,91,5,4,128.57,1,,v Sri Lanka,Adelaide,06-Mar-12,
Mushfiqur Rahim (BDESH),117,156,113,7,2,103.53,1,,v India,Fatullah,26-Feb-14,
BB McCullum (NZ),117,117,99,12,5,118.18,1,,v Sri Lanka,Hamilton,15-Jan-15,
E Chigumbura (ZIM),117,138,95,10,4,123.15,2,,v Pakistan,Lahore,26-May-15,
V Kohli (INDIA),117,174,117,7,2,100,1,,v Australia,Melbourne,17-Jan-16,
Babar Azam (PAK),117,-,106,8,1,110.37,1,,v West Indies,Abu Dhabi,05-Oct-16,
DA Warner (AUS),117,139,107,13,2,109.34,1,,v South Africa,Durban,05-Oct-16,
Soumya Sarkar (BDESH),117,-,92,9,6,127.17,2,,v Zimbabwe,Chattogram,26-Oct-18,
PSP Handscomb (AUS),117,-,105,8,3,111.42,2,,v India,Mohali,10-Mar-19,
S Dhawan (INDIA),117,163,109,16,0,107.33,1,,v Australia,The Oval,09-Jun-19,
BC Lara (WI),116*,143,106,10,2,109.43,2,,v Australia,Sydney,17-Jan-01,
HH Gibbs (SA),116*,162,119,16,0,97.47,2,,v India,Colombo (RPS),25-Sep-02,
S Chanderpaul (WI),116*,81,122,9,3,95.08,1,,v England,Birmingham,04-Jul-07,
SK Raina (INDIA),116*,144,107,11,3,108.41,2,,v Bangladesh,Karachi,28-Jun-08,
SR Watson (AUS),116*,-,146,6,2,79.45,1,,v Pakistan,Abu Dhabi,03-May-09,
Kamran Akmal (PAK),116*,-,115,13,0,100.86,2,,v Australia,Abu Dhabi,03-May-09,
HM Amla (SA),116*,184,132,9,0,87.87,1,,v India,Centurion,23-Jan-11,
EC Joyce (IRE),116*,-,132,12,1,87.87,1,,v Pakistan,Dublin,26-May-13,
CS MacLeod (SCOT),116*,-,141,15,0,82.26,2,,v Ireland,Dublin (Malahide),12-Sep-14,
Tamim Iqbal (BDESH),116*,190,116,17,1,100,2,,v Pakistan,Dhaka,19-Apr-15,
MJ Guptill (NZ),116*,169,138,11,1,84.05,2,,v Zimbabwe,Harare,04-Aug-15,
JC Buttler (ENG),116*,68,52,10,8,223.07,1,,v Pakistan,Dubai (DSC),20-Nov-15,
EC Joyce (IRE),116*,-,149,13,1,77.85,2,,v U.A.E.,ICCA Dubai,11-Jan-18,
DPMD Jayawardene (SL),116,-,129,13,0,89.92,1,,v New Zealand,Sharjah,10-Apr-01,
HH Gibbs (SA),116,160,126,13,3,92.06,1,,v Kenya,Colombo (RPS),20-Sep-02,
BC Lara (WI),116,181,134,12,2,86.56,1,,v South Africa,Cape Town,09-Feb-03,
BC Lara (WI),116,-,106,8,2,109.43,1,,v Sri Lanka,Bridgetown,08-Jun-03,
Yasir Hameed (PAK),116,159,132,14,2,87.87,1,,v Bangladesh,Multan,09-Sep-03,
KP Pietersen (ENG),116,153,110,10,6,105.45,1,,v South Africa,Centurion,13-Feb-05,
AC Gilchrist (AUS),116,131,105,11,4,110.47,2,,v Sri Lanka,Perth,29-Jan-06,
V Sibanda (ZIM),116,181,137,9,1,84.67,1,,v Bermuda,Port of Spain,20-May-06,
JP Bray (IRE),116,204,136,10,4,85.29,1,,v Scotland,Nairobi (Gym),30-Jan-07,
V Sehwag (INDIA),116,165,90,17,0,128.88,1,,v Sri Lanka,Colombo (RPS),03-Feb-09,
GC Smith (SA),116,190,130,14,0,89.23,2,,v New Zealand,Potchefstroom,25-Jan-13,
S Dhawan (INDIA),116,209,127,11,2,91.33,1,,v Zimbabwe,Harare,26-Jul-13,
JP Faulkner (AUS),116,107,73,11,6,158.9,2,,v India,Bengaluru,02-Nov-13,
TM Dilshan (SL),116,174,127,17,0,91.33,2,,v New Zealand,Hamilton,15-Jan-15,
TM Dilshan (SL),116,152,106,17,1,109.43,2,,v New Zealand,Dunedin,23-Jan-15,
MDKJ Perera (SL),116,157,109,9,4,106.42,1,,v Pakistan,Hambantota,26-Jul-15,
